LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
DNK,CPI,TOT,AGRWTH,M,4.1,2.182952
DNK,CPI,TOT,AGRWTH,M,5.1,2.180685
DNK,CPI,TOT,AGRWTH,M,6.1,2.185224
DNK,CPI,TOT,AGRWTH,M,7.1,2.291667
DNK,CPI,TOT,AGRWTH,M,8.1,2.604167
DNK,CPI,TOT,AGRWTH,M,9.1,2.492212
DNK,CPI,TOT,AGRWTH,M,10.1,2.385892
DNK,CPI,TOT,AGRWTH,M,11.1,2.284528
DNK,CPI,TOT,AGRWTH,M,12.1,2.076843
DNK,CPI,TOT,AGRWTH,M,1.1,1.240951
DNK,CPI,TOT,AGRWTH,M,2.1,1.226994
DNK,CPI,TOT,AGRWTH,M,3.1,1.017294
DNK,CPI,TOT,AGRWTH,M,4.1,0.8138352
DNK,CPI,TOT,AGRWTH,M,5.1,0.8130081
DNK,CPI,TOT,AGRWTH,M,6.1,0.9164969
DNK,CPI,TOT,AGRWTH,M,7.1,0.610998
DNK,CPI,TOT,AGRWTH,M,8.1,0.4060914
DNK,CPI,TOT,AGRWTH,M,9.1,0.5065856
DNK,CPI,TOT,AGRWTH,M,10.1,0.6079028
DNK,CPI,TOT,AGRWTH,M,11.1,0.6091371
DNK,CPI,TOT,AGRWTH,M,12.1,0.7121058
DNK,CPI,TOT,AGRWTH,M,1.1,1.02145
DNK,CPI,TOT,AGRWTH,M,2.1,0.5050505
DNK,CPI,TOT,AGRWTH,M,3.1,0.3021148
DNK,CPI,TOT,AGRWTH,M,4.1,0.7063572
DNK,CPI,TOT,AGRWTH,M,5.1,0.5040323
DNK,CPI,TOT,AGRWTH,M,6.1,0.605449
DNK,CPI,TOT,AGRWTH,M,7.1,0.708502
DNK,CPI,TOT,AGRWTH,M,8.1,0.5055612
DNK,CPI,TOT,AGRWTH,M,9.1,0.5040323
DNK,CPI,TOT,AGRWTH,M,10.1,0.5035247
DNK,CPI,TOT,AGRWTH,M,11.1,0.5045409
DNK,CPI,TOT,AGRWTH,M,12.1,0.4040404
DNK,CPI,TOT,AGRWTH,M,1.1,-0.1011122
DNK,CPI,TOT,AGRWTH,M,2.1,0.3015075
DNK,CPI,TOT,AGRWTH,M,3.1,0.6024097
DNK,CPI,TOT,AGRWTH,M,4.1,0.501002
DNK,CPI,TOT,AGRWTH,M,5.1,0.7021063
DNK,CPI,TOT,AGRWTH,M,6.1,0.6018054
DNK,CPI,TOT,AGRWTH,M,7.1,0.7035176
DNK,CPI,TOT,AGRWTH,M,8.1,0.6036217
DNK,CPI,TOT,AGRWTH,M,9.1,0.5015045
DNK,CPI,TOT,AGRWTH,M,10.1,0.3006012
DNK,CPI,TOT,AGRWTH,M,11.1,0.3012048
DNK,CPI,TOT,AGRWTH,M,12.1,0.4024145
DNK,CPI,TOT,AGRWTH,M,1.1,0.6072875
DNK,CPI,TOT,AGRWTH,M,2.1,0.3006012
DNK,CPI,TOT,AGRWTH,M,3.1,0
DNK,CPI,TOT,AGRWTH,M,4.1,0
DNK,CPI,TOT,AGRWTH,M,5.1,0.0996016
DNK,CPI,TOT,AGRWTH,M,6.1,0.2991027
DNK,CPI,TOT,AGRWTH,M,7.1,0.2994012
DNK,CPI,TOT,AGRWTH,M,8.1,0.2
DNK,CPI,TOT,AGRWTH,M,9.1,0
DNK,CPI,TOT,AGRWTH,M,10.1,0.2997003
DNK,CPI,TOT,AGRWTH,M,11.1,0.4004004
DNK,CPI,TOT,AGRWTH,M,12.1,0.501002
DNK,CPI,TOT,AGRWTH,M,1.1,0.9054326
DNK,CPI,TOT,AGRWTH,M,2.1,0.999001
DNK,CPI,TOT,AGRWTH,M,3.1,0.998004
DNK,CPI,TOT,AGRWTH,M,4.1,1.09671
DNK,CPI,TOT,AGRWTH,M,5.1,0.7960199
DNK,CPI,TOT,AGRWTH,M,6.1,0.5964215
DNK,CPI,TOT,AGRWTH,M,7.1,1.492537
DNK,CPI,TOT,AGRWTH,M,8.1,1.497006
DNK,CPI,TOT,AGRWTH,M,9.1,1.596806
DNK,CPI,TOT,AGRWTH,M,10.1,1.494024
DNK,CPI,TOT,AGRWTH,M,11.1,1.296112
DNK,CPI,TOT,AGRWTH,M,12.1,0.997009
DNK,CPI,TOT,AGRWTH,M,1.1,0.6979063
DNK,CPI,TOT,AGRWTH,M,2.1,0.5934718
DNK,CPI,TOT,AGRWTH,M,3.1,0.4940712
DNK,CPI,TOT,AGRWTH,M,4.1,0.7889546
DNK,CPI,TOT,AGRWTH,M,5.1,1.085883
DNK,CPI,TOT,AGRWTH,M,6.1,1.086957
DNK,CPI,TOT,AGRWTH,M,7.1,1.078431
DNK,CPI,TOT,AGRWTH,M,8.1,0.9832842
DNK,CPI,TOT,AGRWTH,M,9.1,0.5893909
DNK,CPI,TOT,AGRWTH,M,10.1,0.7850834
DNK,CPI,TOT,AGRWTH,M,11.1,0.7874016
DNK,CPI,TOT,AGRWTH,M,12.1,0.7897335
DNK,CPI,TOT,AGRWTH,M,1.1,1.287129
DNK,CPI,TOT,AGRWTH,M,2.1,1.081613
DNK,CPI,TOT,AGRWTH,M,3.1,1.179941
DNK,CPI,TOT,AGRWTH,M,4.1,0.9784736
DNK,CPI,TOT,AGRWTH,M,5.1,0.6835938
DNK,CPI,TOT,AGRWTH,M,6.1,0.5865102
DNK,CPI,TOT,AGRWTH,M,7.1,0.3879728
DNK,CPI,TOT,AGRWTH,M,8.1,0.3894839
DNK,CPI,TOT,AGRWTH,M,9.1,0.4882813
DNK,CPI,TOT,AGRWTH,M,10.1,0.5842259
DNK,CPI,TOT,AGRWTH,M,11.1,0.6835938
DNK,CPI,TOT,AGRWTH,M,12.1,0.7835456
DNK,CPI,TOT,AGRWTH,M,1.1,0.684262
DNK,CPI,TOT,AGRWTH,M,2.1,0.7782101
DNK,CPI,TOT,AGRWTH,M,3.1,0.3887269
DNK,CPI,TOT,AGRWTH,M,4.1,0
FIN,CPI,TOT,AGRWTH,M,1.1,3.037052
FIN,CPI,TOT,AGRWTH,M,2.1,3.32997
FIN,CPI,TOT,AGRWTH,M,3.1,3.300893
FIN,CPI,TOT,AGRWTH,M,4.1,3.16
FIN,CPI,TOT,AGRWTH,M,5.1,3.344348
FIN,CPI,TOT,AGRWTH,M,6.1,3.541062
FIN,CPI,TOT,AGRWTH,M,7.1,3.958102
FIN,CPI,TOT,AGRWTH,M,8.1,3.83806
FIN,CPI,TOT,AGRWTH,M,9.1,3.697429
FIN,CPI,TOT,AGRWTH,M,10.1,3.543776
FIN,CPI,TOT,AGRWTH,M,11.1,3.356768
FIN,CPI,TOT,AGRWTH,M,12.1,2.899122
FIN,CPI,TOT,AGRWTH,M,1.1,3.173512
FIN,CPI,TOT,AGRWTH,M,2.1,3.115234
FIN,CPI,TOT,AGRWTH,M,3.1,2.94289
FIN,CPI,TOT,AGRWTH,M,4.1,3.101978
FIN,CPI,TOT,AGRWTH,M,5.1,3.061719
FIN,CPI,TOT,AGRWTH,M,6.1,2.830644
FIN,CPI,TOT,AGRWTH,M,7.1,2.92579
FIN,CPI,TOT,AGRWTH,M,8.1,2.721482
FIN,CPI,TOT,AGRWTH,M,9.1,2.700625
FIN,CPI,TOT,AGRWTH,M,10.1,2.598025
FIN,CPI,TOT,AGRWTH,M,11.1,2.193907
FIN,CPI,TOT,AGRWTH,M,12.1,2.357451
FIN,CPI,TOT,AGRWTH,M,1.1,1.628416
FIN,CPI,TOT,AGRWTH,M,2.1,1.666824
FIN,CPI,TOT,AGRWTH,M,3.1,1.745448
FIN,CPI,TOT,AGRWTH,M,4.1,1.541933
FIN,CPI,TOT,AGRWTH,M,5.1,1.551189
FIN,CPI,TOT,AGRWTH,M,6.1,1.41864
FIN,CPI,TOT,AGRWTH,M,7.1,1.590738
FIN,CPI,TOT,AGRWTH,M,8.1,1.240135
FIN,CPI,TOT,AGRWTH,M,9.1,1.197829
FIN,CPI,TOT,AGRWTH,M,10.1,1.186694
FIN,CPI,TOT,AGRWTH,M,11.1,1.368707
FIN,CPI,TOT,AGRWTH,M,12.1,1.610336
FIN,CPI,TOT,AGRWTH,M,1.1,1.630435
FIN,CPI,TOT,AGRWTH,M,2.1,1.285515
FIN,CPI,TOT,AGRWTH,M,3.1,1.057122
FIN,CPI,TOT,AGRWTH,M,4.1,1.055556
FIN,CPI,TOT,AGRWTH,M,5.1,0.7868913
FIN,CPI,TOT,AGRWTH,M,6.1,0.9263548
FIN,CPI,TOT,AGRWTH,M,7.1,0.8338738
FIN,CPI,TOT,AGRWTH,M,8.1,1.141425
FIN,CPI,TOT,AGRWTH,M,9.1,1.331607
FIN,CPI,TOT,AGRWTH,M,10.1,1.015791
FIN,CPI,TOT,AGRWTH,M,11.1,0.9710534
FIN,CPI,TOT,AGRWTH,M,12.1,0.4699162
FIN,CPI,TOT,AGRWTH,M,1.1,-0.1567398
FIN,CPI,TOT,AGRWTH,M,2.1,-0.1545332
FIN,CPI,TOT,AGRWTH,M,3.1,-0.05415257
FIN,CPI,TOT,AGRWTH,M,4.1,-0.2106418
FIN,CPI,TOT,AGRWTH,M,5.1,-0.04310358
FIN,CPI,TOT,AGRWTH,M,6.1,-0.1165001
FIN,CPI,TOT,AGRWTH,M,7.1,-0.2262849
FIN,CPI,TOT,AGRWTH,M,8.1,-0.1930847
FIN,CPI,TOT,AGRWTH,M,9.1,-0.5914733
FIN,CPI,TOT,AGRWTH,M,10.1,-0.2596871
FIN,CPI,TOT,AGRWTH,M,11.1,-0.2472014
FIN,CPI,TOT,AGRWTH,M,12.1,-0.2388509
FIN,CPI,TOT,AGRWTH,M,1.1,0.03013864
FIN,CPI,TOT,AGRWTH,M,2.1,-0.0901894
FIN,CPI,TOT,AGRWTH,M,3.1,-0.03995206
FIN,CPI,TOT,AGRWTH,M,4.1,0.2597143
FIN,CPI,TOT,AGRWTH,M,5.1,0.309907
FIN,CPI,TOT,AGRWTH,M,6.1,0.359892
FIN,CPI,TOT,AGRWTH,M,7.1,0.5109708
FIN,CPI,TOT,AGRWTH,M,8.1,0.380038
FIN,CPI,TOT,AGRWTH,M,9.1,0.4094677
FIN,CPI,TOT,AGRWTH,M,10.1,0.4586699
FIN,CPI,TOT,AGRWTH,M,11.1,0.6592748
FIN,CPI,TOT,AGRWTH,M,12.1,1.030103
FIN,CPI,TOT,AGRWTH,M,1.1,0.8436276
FIN,CPI,TOT,AGRWTH,M,2.1,1.223671
FIN,CPI,TOT,AGRWTH,M,3.1,0.8293365
FIN,CPI,TOT,AGRWTH,M,4.1,0.8468666
FIN,CPI,TOT,AGRWTH,M,5.1,0.7175603
FIN,CPI,TOT,AGRWTH,M,6.1,0.7470863
FIN,CPI,TOT,AGRWTH,M,7.1,0.5283094
FIN,CPI,TOT,AGRWTH,M,8.1,0.7372721
FIN,CPI,TOT,AGRWTH,M,9.1,0.7758106
FIN,CPI,TOT,AGRWTH,M,10.1,0.5459057
FIN,CPI,TOT,AGRWTH,M,11.1,0.7740399
FIN,CPI,TOT,AGRWTH,M,12.1,0.4850525
FIN,CPI,TOT,AGRWTH,M,1.1,0.7967334
FIN,CPI,TOT,AGRWTH,M,2.1,0.5945303
FIN,CPI,TOT,AGRWTH,M,3.1,0.8126053
FIN,CPI,TOT,AGRWTH,M,4.1,0.7508398
FIN,CPI,TOT,AGRWTH,M,5.1,1.019197
FIN,CPI,TOT,AGRWTH,M,6.1,1.1667
FIN,CPI,TOT,AGRWTH,M,7.1,1.368369
FIN,CPI,TOT,AGRWTH,M,8.1,1.256058
FIN,CPI,TOT,AGRWTH,M,9.1,1.263324
FIN,CPI,TOT,AGRWTH,M,10.1,1.530109
FIN,CPI,TOT,AGRWTH,M,11.1,1.260463
FIN,CPI,TOT,AGRWTH,M,12.1,1.18215
FIN,CPI,TOT,AGRWTH,M,1.1,1.086849
FIN,CPI,TOT,AGRWTH,M,2.1,1.260835
FIN,CPI,TOT,AGRWTH,M,3.1,1.120613
FIN,CPI,TOT,AGRWTH,M,4.1,1.461071
FIN,CPI,TOT,AGRWTH,M,5.1,1.175433
FIN,CPI,TOT,AGRWTH,M,6.1,1.016419
FIN,CPI,TOT,AGRWTH,M,7.1,0.8314584
FIN,CPI,TOT,AGRWTH,M,8.1,1.093964
FIN,CPI,TOT,AGRWTH,M,9.1,0.9161794
FIN,CPI,TOT,AGRWTH,M,10.1,0.7486631
FIN,CPI,TOT,AGRWTH,M,11.1,0.6710104
FIN,CPI,TOT,AGRWTH,M,12.1,0.9151981
FIN,CPI,TOT,AGRWTH,M,1.1,0.9871958
FIN,CPI,TOT,AGRWTH,M,2.1,0.8463035
FIN,CPI,TOT,AGRWTH,M,3.1,0.6027024
FIN,CPI,TOT,AGRWTH,M,4.1,-0.318933
FRA,CPI,TOT,AGRWTH,M,1.1,1.741639
FRA,CPI,TOT,AGRWTH,M,2.1,1.657635
FRA,CPI,TOT,AGRWTH,M,3.1,1.987945
FRA,CPI,TOT,AGRWTH,M,4.1,2.07784
FRA,CPI,TOT,AGRWTH,M,5.1,2.012221
FRA,CPI,TOT,AGRWTH,M,6.1,2.10726
FRA,CPI,TOT,AGRWTH,M,7.1,1.94421
FRA,CPI,TOT,AGRWTH,M,8.1,2.234872
FRA,CPI,TOT,AGRWTH,M,9.1,2.236523
FRA,CPI,TOT,AGRWTH,M,10.1,2.349594
FRA,CPI,TOT,AGRWTH,M,11.1,2.51526
FRA,CPI,TOT,AGRWTH,M,12.1,2.462022
FRA,CPI,TOT,AGRWTH,M,1.1,2.352447
FRA,CPI,TOT,AGRWTH,M,2.1,2.289119
FRA,CPI,TOT,AGRWTH,M,3.1,2.301711
FRA,CPI,TOT,AGRWTH,M,4.1,2.087208
FRA,CPI,TOT,AGRWTH,M,5.1,1.982857
FRA,CPI,TOT,AGRWTH,M,6.1,1.929625
FRA,CPI,TOT,AGRWTH,M,7.1,1.938226
FRA,CPI,TOT,AGRWTH,M,8.1,2.082904
FRA,CPI,TOT,AGRWTH,M,9.1,1.908988
FRA,CPI,TOT,AGRWTH,M,10.1,1.852996
FRA,CPI,TOT,AGRWTH,M,11.1,1.416692
FRA,CPI,TOT,AGRWTH,M,12.1,1.329243
FRA,CPI,TOT,AGRWTH,M,1.1,1.169711
FRA,CPI,TOT,AGRWTH,M,2.1,1.042305
FRA,CPI,TOT,AGRWTH,M,3.1,0.9729401
FRA,CPI,TOT,AGRWTH,M,4.1,0.6882591
FRA,CPI,TOT,AGRWTH,M,5.1,0.8
FRA,CPI,TOT,AGRWTH,M,6.1,0.9313626
FRA,CPI,TOT,AGRWTH,M,7.1,1.067616
FRA,CPI,TOT,AGRWTH,M,8.1,0.8686869
FRA,CPI,TOT,AGRWTH,M,9.1,0.8809234
FRA,CPI,TOT,AGRWTH,M,10.1,0.5659996
FRA,CPI,TOT,AGRWTH,M,11.1,0.6782063
FRA,CPI,TOT,AGRWTH,M,12.1,0.7063572
FRA,CPI,TOT,AGRWTH,M,1.1,0.6490873
FRA,CPI,TOT,AGRWTH,M,2.1,0.9203075
FRA,CPI,TOT,AGRWTH,M,3.1,0.6122654
FRA,CPI,TOT,AGRWTH,M,4.1,0.7237636
FRA,CPI,TOT,AGRWTH,M,5.1,0.6831425
FRA,CPI,TOT,AGRWTH,M,6.1,0.4814443
FRA,CPI,TOT,AGRWTH,M,7.1,0.4627767
FRA,CPI,TOT,AGRWTH,M,8.1,0.4406169
FRA,CPI,TOT,AGRWTH,M,9.1,0.291077
FRA,CPI,TOT,AGRWTH,M,10.1,0.4522613
FRA,CPI,TOT,AGRWTH,M,11.1,0.3217374
FRA,CPI,TOT,AGRWTH,M,12.1,0.06012024
FRA,CPI,TOT,AGRWTH,M,1.1,-0.3829101
FRA,CPI,TOT,AGRWTH,M,2.1,-0.2705682
FRA,CPI,TOT,AGRWTH,M,3.1,-0.0698324
FRA,CPI,TOT,AGRWTH,M,4.1,0.07984032
FRA,CPI,TOT,AGRWTH,M,5.1,0.2993414
FRA,CPI,TOT,AGRWTH,M,6.1,0.2595328
FRA,CPI,TOT,AGRWTH,M,7.1,0.1702383
FRA,CPI,TOT,AGRWTH,M,8.1,0.04985045
FRA,CPI,TOT,AGRWTH,M,9.1,0.03002402
FRA,CPI,TOT,AGRWTH,M,10.1,0.06003001
FRA,CPI,TOT,AGRWTH,M,11.1,0.0400882
FRA,CPI,TOT,AGRWTH,M,12.1,0.1802524
FRA,CPI,TOT,AGRWTH,M,1.1,0.2225369
FRA,CPI,TOT,AGRWTH,M,2.1,-0.1909164
FRA,CPI,TOT,AGRWTH,M,3.1,-0.1497454
FRA,CPI,TOT,AGRWTH,M,4.1,-0.1894695
FRA,CPI,TOT,AGRWTH,M,5.1,-0.01989654
FRA,CPI,TOT,AGRWTH,M,6.1,0.1891677
FRA,CPI,TOT,AGRWTH,M,7.1,0.219934
FRA,CPI,TOT,AGRWTH,M,8.1,0.2291978
FRA,CPI,TOT,AGRWTH,M,9.1,0.3901951
FRA,CPI,TOT,AGRWTH,M,10.1,0.359964
FRA,CPI,TOT,AGRWTH,M,11.1,0.5309557
FRA,CPI,TOT,AGRWTH,M,12.1,0.6097561
FRA,CPI,TOT,AGRWTH,M,1.1,1.34235
FRA,CPI,TOT,AGRWTH,M,2.1,1.208094
FRA,CPI,TOT,AGRWTH,M,3.1,1.14977
FRA,CPI,TOT,AGRWTH,M,4.1,1.168948
FRA,CPI,TOT,AGRWTH,M,5.1,0.8059701
FRA,CPI,TOT,AGRWTH,M,6.1,0.6856802
FRA,CPI,TOT,AGRWTH,M,7.1,0.7182045
FRA,CPI,TOT,AGRWTH,M,8.1,0.9047524
FRA,CPI,TOT,AGRWTH,M,9.1,0.9866454
FRA,CPI,TOT,AGRWTH,M,10.1,1.056093
FRA,CPI,TOT,AGRWTH,M,11.1,1.175884
FRA,CPI,TOT,AGRWTH,M,12.1,1.19225
FRA,CPI,TOT,AGRWTH,M,1.1,1.334528
FRA,CPI,TOT,AGRWTH,M,2.1,1.183726
FRA,CPI,TOT,AGRWTH,M,3.1,1.561728
FRA,CPI,TOT,AGRWTH,M,4.1,1.639344
FRA,CPI,TOT,AGRWTH,M,5.1,2.023492
FRA,CPI,TOT,AGRWTH,M,6.1,2.023293
FRA,CPI,TOT,AGRWTH,M,7.1,2.287808
FRA,CPI,TOT,AGRWTH,M,8.1,2.25638
FRA,CPI,TOT,AGRWTH,M,9.1,2.20073
FRA,CPI,TOT,AGRWTH,M,10.1,2.20842
FRA,CPI,TOT,AGRWTH,M,11.1,1.891067
FRA,CPI,TOT,AGRWTH,M,12.1,1.590574
FRA,CPI,TOT,AGRWTH,M,1.1,1.238329
FRA,CPI,TOT,AGRWTH,M,2.1,1.317342
FRA,CPI,TOT,AGRWTH,M,3.1,1.109489
FRA,CPI,TOT,AGRWTH,M,4.1,1.263117
FRA,CPI,TOT,AGRWTH,M,5.1,0.9384675
FRA,CPI,TOT,AGRWTH,M,6.1,1.170552
FRA,CPI,TOT,AGRWTH,M,7.1,1.065066
FRA,CPI,TOT,AGRWTH,M,8.1,1.040663
FRA,CPI,TOT,AGRWTH,M,9.1,0.9076864
FRA,CPI,TOT,AGRWTH,M,10.1,0.7620334
FRA,CPI,TOT,AGRWTH,M,11.1,1.034316
FRA,CPI,TOT,AGRWTH,M,12.1,1.45936
FRA,CPI,TOT,AGRWTH,M,1.1,1.485293
FRA,CPI,TOT,AGRWTH,M,2.1,1.426354
FRA,CPI,TOT,AGRWTH,M,3.1,0.6737896
FRA,CPI,TOT,AGRWTH,M,4.1,0.326233
DEU,CPI,TOT,AGRWTH,M,1.1,1.717172
DEU,CPI,TOT,AGRWTH,M,2.1,1.911469
DEU,CPI,TOT,AGRWTH,M,3.1,2.002002
DEU,CPI,TOT,AGRWTH,M,4.1,1.9
DEU,CPI,TOT,AGRWTH,M,5.1,2.002002
DEU,CPI,TOT,AGRWTH,M,6.1,2.102102
DEU,CPI,TOT,AGRWTH,M,7.1,2.097902
DEU,CPI,TOT,AGRWTH,M,8.1,2.095808
DEU,CPI,TOT,AGRWTH,M,9.1,2.397602
DEU,CPI,TOT,AGRWTH,M,10.1,2.295409
DEU,CPI,TOT,AGRWTH,M,11.1,2.392822
DEU,CPI,TOT,AGRWTH,M,12.1,1.982161
DEU,CPI,TOT,AGRWTH,M,1.1,2.085402
DEU,CPI,TOT,AGRWTH,M,2.1,2.171767
DEU,CPI,TOT,AGRWTH,M,3.1,2.158979
DEU,CPI,TOT,AGRWTH,M,4.1,1.962709
DEU,CPI,TOT,AGRWTH,M,5.1,1.962709
DEU,CPI,TOT,AGRWTH,M,6.1,1.666667
DEU,CPI,TOT,AGRWTH,M,7.1,1.8591
DEU,CPI,TOT,AGRWTH,M,8.1,2.150538
DEU,CPI,TOT,AGRWTH,M,9.1,2.04878
DEU,CPI,TOT,AGRWTH,M,10.1,2.04878
DEU,CPI,TOT,AGRWTH,M,11.1,1.94742
DEU,CPI,TOT,AGRWTH,M,12.1,2.040816
DEU,CPI,TOT,AGRWTH,M,1.1,1.653697
DEU,CPI,TOT,AGRWTH,M,2.1,1.545894
DEU,CPI,TOT,AGRWTH,M,3.1,1.440922
DEU,CPI,TOT,AGRWTH,M,4.1,1.154957
DEU,CPI,TOT,AGRWTH,M,5.1,1.539942
DEU,CPI,TOT,AGRWTH,M,6.1,1.832208
DEU,CPI,TOT,AGRWTH,M,7.1,1.92123
DEU,CPI,TOT,AGRWTH,M,8.1,1.531101
DEU,CPI,TOT,AGRWTH,M,9.1,1.434034
DEU,CPI,TOT,AGRWTH,M,10.1,1.24283
DEU,CPI,TOT,AGRWTH,M,11.1,1.337154
DEU,CPI,TOT,AGRWTH,M,12.1,1.428571
DEU,CPI,TOT,AGRWTH,M,1.1,1.339713
DEU,CPI,TOT,AGRWTH,M,2.1,1.236917
DEU,CPI,TOT,AGRWTH,M,3.1,1.041667
DEU,CPI,TOT,AGRWTH,M,4.1,1.332065
DEU,CPI,TOT,AGRWTH,M,5.1,0.8530806
DEU,CPI,TOT,AGRWTH,M,6.1,1.041667
DEU,CPI,TOT,AGRWTH,M,7.1,0.8482563
DEU,CPI,TOT,AGRWTH,M,8.1,0.8482563
DEU,CPI,TOT,AGRWTH,M,9.1,0.8482563
DEU,CPI,TOT,AGRWTH,M,10.1,0.7554296
DEU,CPI,TOT,AGRWTH,M,11.1,0.5655043
DEU,CPI,TOT,AGRWTH,M,12.1,0.1877934
DEU,CPI,TOT,AGRWTH,M,1.1,-0.2832861
DEU,CPI,TOT,AGRWTH,M,2.1,-0.04656311
DEU,CPI,TOT,AGRWTH,M,3.1,0.1747867
DEU,CPI,TOT,AGRWTH,M,4.1,0.8662329
DEU,CPI,TOT,AGRWTH,M,5.1,1.162551
DEU,CPI,TOT,AGRWTH,M,6.1,0.8781202
DEU,CPI,TOT,AGRWTH,M,7.1,0.7956734
DEU,CPI,TOT,AGRWTH,M,8.1,0.7956734
DEU,CPI,TOT,AGRWTH,M,9.1,0.5952844
DEU,CPI,TOT,AGRWTH,M,10.1,0.8781202
DEU,CPI,TOT,AGRWTH,M,11.1,0.1747867
DEU,CPI,TOT,AGRWTH,M,12.1,0.1747867
DEU,CPI,TOT,AGRWTH,M,1.1,0.5076142
DEU,CPI,TOT,AGRWTH,M,2.1,0.1008065
DEU,CPI,TOT,AGRWTH,M,3.1,0.3009027
DEU,CPI,TOT,AGRWTH,M,4.1,-0.0998004
DEU,CPI,TOT,AGRWTH,M,5.1,0.1992032
DEU,CPI,TOT,AGRWTH,M,6.1,0.2988048
DEU,CPI,TOT,AGRWTH,M,7.1,0.4970179
DEU,CPI,TOT,AGRWTH,M,8.1,0.3976143
DEU,CPI,TOT,AGRWTH,M,9.1,0.5976096
DEU,CPI,TOT,AGRWTH,M,10.1,0.7968128
DEU,CPI,TOT,AGRWTH,M,11.1,0.8024072
DEU,CPI,TOT,AGRWTH,M,12.1,1.504514
DEU,CPI,TOT,AGRWTH,M,1.1,1.616162
DEU,CPI,TOT,AGRWTH,M,2.1,1.913394
DEU,CPI,TOT,AGRWTH,M,3.1,1.4
DEU,CPI,TOT,AGRWTH,M,4.1,1.698302
DEU,CPI,TOT,AGRWTH,M,5.1,1.192843
DEU,CPI,TOT,AGRWTH,M,6.1,1.390268
DEU,CPI,TOT,AGRWTH,M,7.1,1.384768
DEU,CPI,TOT,AGRWTH,M,8.1,1.584158
DEU,CPI,TOT,AGRWTH,M,9.1,1.683168
DEU,CPI,TOT,AGRWTH,M,10.1,1.284585
DEU,CPI,TOT,AGRWTH,M,11.1,1.59204
DEU,CPI,TOT,AGRWTH,M,12.1,1.383399
DEU,CPI,TOT,AGRWTH,M,1.1,1.39165
DEU,CPI,TOT,AGRWTH,M,2.1,1.086957
DEU,CPI,TOT,AGRWTH,M,3.1,1.47929
DEU,CPI,TOT,AGRWTH,M,4.1,1.277014
DEU,CPI,TOT,AGRWTH,M,5.1,2.062868
DEU,CPI,TOT,AGRWTH,M,6.1,1.860921
DEU,CPI,TOT,AGRWTH,M,7.1,1.853659
DEU,CPI,TOT,AGRWTH,M,8.1,1.851852
DEU,CPI,TOT,AGRWTH,M,9.1,1.94742
DEU,CPI,TOT,AGRWTH,M,10.1,2.341463
DEU,CPI,TOT,AGRWTH,M,11.1,2.056807
DEU,CPI,TOT,AGRWTH,M,12.1,1.559454
DEU,CPI,TOT,AGRWTH,M,1.1,1.372549
DEU,CPI,TOT,AGRWTH,M,2.1,1.466276
DEU,CPI,TOT,AGRWTH,M,3.1,1.263363
DEU,CPI,TOT,AGRWTH,M,4.1,2.036857
DEU,CPI,TOT,AGRWTH,M,5.1,1.443696
DEU,CPI,TOT,AGRWTH,M,6.1,1.634615
DEU,CPI,TOT,AGRWTH,M,7.1,1.724138
DEU,CPI,TOT,AGRWTH,M,8.1,1.435407
DEU,CPI,TOT,AGRWTH,M,9.1,1.241643
DEU,CPI,TOT,AGRWTH,M,10.1,1.143947
DEU,CPI,TOT,AGRWTH,M,11.1,1.055662
DEU,CPI,TOT,AGRWTH,M,12.1,1.535509
DEU,CPI,TOT,AGRWTH,M,1.1,1.740812
DEU,CPI,TOT,AGRWTH,M,2.1,1.734104
DEU,CPI,TOT,AGRWTH,M,3.1,1.439539
DEU,CPI,TOT,AGRWTH,M,4.1,0.8555133
GRC,CPI,TOT,AGRWTH,M,1.1,5.200607
GRC,CPI,TOT,AGRWTH,M,2.1,4.387772
GRC,CPI,TOT,AGRWTH,M,3.1,4.499885
GRC,CPI,TOT,AGRWTH,M,4.1,3.928462
GRC,CPI,TOT,AGRWTH,M,5.1,3.289449
GRC,CPI,TOT,AGRWTH,M,6.1,3.338795
GRC,CPI,TOT,AGRWTH,M,7.1,2.398016
GRC,CPI,TOT,AGRWTH,M,8.1,1.668801
GRC,CPI,TOT,AGRWTH,M,9.1,3.053593
GRC,CPI,TOT,AGRWTH,M,10.1,2.998313
GRC,CPI,TOT,AGRWTH,M,11.1,2.930089
GRC,CPI,TOT,AGRWTH,M,12.1,2.414963
GRC,CPI,TOT,AGRWTH,M,1.1,2.319903
GRC,CPI,TOT,AGRWTH,M,2.1,2.098275
GRC,CPI,TOT,AGRWTH,M,3.1,1.675075
GRC,CPI,TOT,AGRWTH,M,4.1,1.903027
GRC,CPI,TOT,AGRWTH,M,5.1,1.391167
GRC,CPI,TOT,AGRWTH,M,6.1,1.302644
GRC,CPI,TOT,AGRWTH,M,7.1,1.338928
GRC,CPI,TOT,AGRWTH,M,8.1,1.741276
GRC,CPI,TOT,AGRWTH,M,9.1,0.9045315
GRC,CPI,TOT,AGRWTH,M,10.1,1.623925
GRC,CPI,TOT,AGRWTH,M,11.1,0.9731803
GRC,CPI,TOT,AGRWTH,M,12.1,0.8041831
GRC,CPI,TOT,AGRWTH,M,1.1,0.2039929
